Passenger Id,Title,First Name,Last Name,Sex,Age,Sibling/Spouse Aboard,Parent/Children Aboard,Passenger Class,Fare,Embarkation Port,Survival Boat,Body Number,Survived,age_group,family_size
251, Miss, Emily Borie,Ryerson,female,18,2,2,1,262.375,C,4,S,1,Teenagers,4
252, Miss," Susan Parker ""Suzette""",Ryerson,female,21,2,2,1,262.375,C,4,S,1,Adults,4
253, Mr, Arthur Larned,Ryerson,male,61,1,3,1,262.375,C,DNS,BNR,0,Seniors,4
254, Mrs, Arthur Larned (Emily Maria Borie),Ryerson,female,48,1,3,1,262.375,C,4,S,1,Adults,4
255, Mr, Adolphe,Saalfeld,male,41.5,0,0,1,30.5,S,3,S,1,Adults,0
256, Mlle, Emma,Sagesser,female,24,0,0,1,69.3,C,9,S,1,Adults,0
257, Mr, Abraham L,Salomon,male,41.5,0,0,1,26,S,1,S,1,Adults,0
258, Mrs, Paul (Emma Mock),Schabert,female,35,1,0,1,57.75,C,11,S,1,Adults,1
259, Miss, Augusta,Serepeca,female,30,0,0,1,31,C,4,S,1,Adults,0
260, Mr, Frederic Kimber,Seward,male,34,0,0,1,26.55,S,7,S,1,Adults,0
261, Miss, Elizabeth W,Shutes,female,40,0,0,1,153.4625,S,3,S,1,Adults,0
262, Mr, Spencer Victor,Silverthorne,male,35,0,0,1,26.2875,S,5,S,1,Adults,0
263, Mr, William Baird,Silvey,male,50,1,0,1,55.9,S,DNS,BNR,0,Adults,1
264, Mrs, William Baird (Alice Munger),Silvey,female,39,1,0,1,55.9,S,11,S,1,Adults,1
265, Col, Oberst Alfons,Simonius-Blumer,male,56,0,0,1,35.5,C,3,S,1,Adults,0
266, Mr, William Thompson,Sloper,male,28,0,0,1,35.5,S,7,S,1,Adults,0
267, Mr, John Montgomery,Smart,male,56,0,0,1,26.55,S,DNS,BNR,0,Adults,0
268, Mr, James Clinch,Smith,male,56,0,0,1,30.6958,C,DNS,BNR,0,Adults,0
269, Mr, Lucien Philip,Smith,male,24,1,0,1,60,S,DNS,BNR,0,Adults,1
270, Mr, Richard William,Smith,male,41.5,0,0,1,26,S,DNS,BNR,0,Adults,0
271, Mrs, Lucien Philip (Mary Eloise Hughes),Smith,female,18,1,0,1,60,S,6,S,1,Teenagers,1
272, Mr, John Pillsbury,Snyder,male,24,1,0,1,82.2667,S,7,S,1,Adults,1
273, Mrs, John Pillsbury (Nelle Stevenson),Snyder,female,23,1,0,1,82.2667,S,7,S,1,Adults,1
274, Master, Robert Douglas,Spedden,male,6,0,2,1,134.5,C,3,S,1,Children,2
275, Mr, Frederic Oakley,Spedden,male,45,1,1,1,134.5,C,3,S,1,Adults,2
276, Mrs, Frederic Oakley (Margaretta Corning Stone),Spedden,female,40,1,1,1,134.5,C,3,S,1,Adults,2
277, Mr, William Augustus,Spencer,male,57,1,0,1,146.5208,C,DNS,BNR,0,Adults,1
278, Mrs, William Augustus (Marie Eugenie),Spencer,female,45,1,0,1,146.5208,C,6,S,1,Adults,1
279, Dr, Max,Stahelin-Maeglin,male,32,0,0,1,30.5,C,3,S,1,Adults,0
280, Mr, William Thomas,Stead,male,62,0,0,1,26.55,S,DNS,BNR,0,Seniors,0
281, Mr, Charles Emil Henry,Stengel,male,54,1,0,1,55.4417,C,1,S,1,Adults,1
282, Mrs, Charles Emil Henry (Annie May Morris),Stengel,female,43,1,0,1,55.4417,C,5,S,1,Adults,1
283, Mrs, Walter Bertram (Martha Eustis),Stephenson,female,52,1,0,1,78.2667,C,4,S,1,Adults,1
284, Mr, Albert A,Stewart,male,41.5,0,0,1,27.7208,C,DNS,BNR,0,Adults,0
285, Mrs, George Nelson (Martha Evelyn),Stone,female,62,0,0,1,80,S,6,S,1,Seniors,0
286, Mr, Isidor,Straus,male,67,1,0,1,221.7792,S,DNS,96,0,Seniors,1
287, Mrs, Isidor (Rosalie Ida Blun),Straus,female,63,1,0,1,221.7792,S,DNS,BNR,0,Seniors,1
288, Mr, Frederick,Sutton,male,61,0,0,1,32.3208,S,DNS,46,0,Seniors,0
289, Mrs, Frederick Joel (Margaret Welles Barron),Swift,female,48,0,0,1,25.9292,S,8,S,1,Adults,0
290, Miss, Ruth,Taussig,female,18,0,2,1,79.65,S,8,S,1,Teenagers,2
291, Mr, Emil,Taussig,male,52,1,1,1,79.65,S,DNS,BNR,0,Adults,2
292, Mrs, Emil (Tillie Mandelbaum),Taussig,female,39,1,1,1,79.65,S,8,S,1,Adults,2
293, Mr, Elmer Zebley,Taylor,male,48,1,0,1,52,S,5 7,S,1,Adults,1
294, Mrs, Elmer Zebley (Juliet Cummins Wright),Taylor,female,45,1,0,1,52,S,5 7,S,1,Adults,1
295, Mr, John Borland,Thayer,male,49,1,1,1,110.8833,C,DNS,BNR,0,Adults,2
296, Mr, John Borland Jr,Thayer,male,17,0,2,1,110.8833,C,B,S,1,Teenagers,2
297, Mrs, John Borland (Marian Longstreth Morris),Thayer,female,39,1,1,1,110.8833,C,4,S,1,Adults,2
298, Mrs, Gertrude Maybelle,Thorne,female,45,0,0,1,79.2,C,D,S,1,Adults,0
299, Mr, Gilbert Milligan Jr,Tucker,male,31,0,0,1,28.5375,C,7,S,1,Adults,0
300, Don, Manuel E,Uruchurtu,male,40,0,0,1,27.7208,C,DNS,BNR,0,Adults,0
301, Mr, Wyckoff,Van der hoef,male,61,0,0,1,33.5,S,DNS,245,0,Seniors,0
302, Mr, William Anderson,Walker,male,47,0,0,1,34.0208,S,DNS,BNR,0,Adults,0
303, Miss, Anna,Ward,female,35,0,0,1,512.3292,C,3,S,1,Adults,0
304, Mr, Frank Manley,Warren,male,64,1,0,1,75.25,C,DNS,BNR,0,Seniors,1
305, Mrs, Frank Manley (Anna Sophia Atkinson),Warren,female,60,1,0,1,75.25,C,5,S,1,Seniors,1
306, Col, John,Weir,male,60,0,0,1,26.55,S,DNS,BNR,0,Seniors,0
307, Mr, Percival Wayland,White,male,54,0,1,1,77.2875,S,DNS,BNR,0,Adults,1
308, Mr, Richard Frasar,White,male,21,0,1,1,77.2875,S,DNS,169,0,Adults,1
309, Mrs, John Stuart (Ella Holmes),White,female,55,0,0,1,135.6333,C,8,S,1,Adults,0
310, Miss, Mary Natalie,Wick,female,31,0,2,1,164.8667,S,8,S,1,Adults,2
311, Mr, George Dennick,Wick,male,57,1,1,1,164.8667,S,DNS,BNR,0,Adults,2
312, Mrs, George Dennick (Mary Hitchcock),Wick,female,45,1,1,1,164.8667,S,8,S,1,Adults,2
313, Mr, George Dunton,Widener,male,50,1,1,1,211.5,C,DNS,BNR,0,Adults,2
314, Mr, Harry Elkins,Widener,male,27,0,2,1,211.5,C,DNS,BNR,0,Adults,2
315, Mrs, George Dunton (Eleanor Elkins),Widener,female,50,1,1,1,211.5,C,4,S,1,Adults,2
316, Miss, Constance,Willard,female,21,0,0,1,26.55,S,8 10,S,1,Adults,0
317, Mr, Charles Duane,Williams,male,51,0,1,1,61.3792,C,DNS,BNR,0,Adults,1
318, Mr, Richard Norris II,Williams,male,21,0,1,1,61.3792,C,A,S,1,Adults,1
319, Mr, Fletcher Fellows,Williams-Lambert,male,41.5,0,0,1,35,S,DNS,BNR,0,Adults,0
320, Miss, Helen Alice,Wilson,female,31,0,0,1,134.5,C,3,S,1,Adults,0
321, Mr, Hugh,Woolner,male,41.5,0,0,1,35.5,S,D,S,1,Adults,0
322, Mr, George,Wright,male,62,0,0,1,26.55,S,DNS,BNR,0,Seniors,0
323, Miss, Marie Grice,Young,female,36,0,0,1,135.6333,C,8,S,1,Adults,0
324, Mr, Samuel,Abelson,male,30,1,0,2,24,C,DNS,BNR,0,Adults,1
325, Mrs, Samuel (Hannah Wizosky),Abelson,female,28,1,0,2,24,C,10,S,1,Adults,1
326, Mr, Charles Augustus,Aldworth,male,30,0,0,2,13,S,DNS,BNR,0,Adults,0
327, Mr, Edgardo Samuel,Andrew,male,18,0,0,2,11.5,S,DNS,BNR,0,Teenagers,0
328, Mr, Frank Thomas,Andrew,male,25,0,0,2,10.5,S,DNS,BNR,0,Adults,0
329, Mr, William A,Angle,male,34,1,0,2,26,S,DNS,BNR,0,Adults,1
330, Mrs," William A (Florence ""Mary"" Agnes Hughes)",Angle,female,36,1,0,2,26,S,11,S,1,Adults,1
331, Mr, John,Ashby,male,57,0,0,2,13,S,DNS,BNR,0,Adults,0
332, Mr, Percy Andrew,Bailey,male,18,0,0,2,11.5,S,DNS,BNR,0,Teenagers,0
333, Mr, Charles Robert,Baimbrigge,male,23,0,0,2,10.5,S,DNS,BNR,0,Adults,0
334, Mrs, (Ada E Hall),Ball,female,36,0,0,2,13,S,10,S,1,Adults,0
335, Mr, Frederick James,Banfield,male,28,0,0,2,10.5,S,DNS,BNR,0,Adults,0
336, Rev, Robert James,Bateman,male,51,0,0,2,12.525,S,DNS,174,0,Adults,0
337, Mr, Edward,Beane,male,32,1,0,2,26,S,13,S,1,Adults,1
338, Mrs, Edward (Ethel Clarke),Beane,female,19,1,0,2,26,S,13,S,1,Adults,1
339, Mr, Henry James,Beauchamp,male,28,0,0,2,26,S,DNS,BNR,0,Adults,0
340, Master, Richard F,Becker,male,1,2,1,2,39,S,11,S,1,Children,3
341, Miss, Marion Louise,Becker,female,4,2,1,2,39,S,11,S,1,Children,3
342, Miss, Ruth Elizabeth,Becker,female,12,2,1,2,39,S,13,S,1,Teenagers,3
343, Mrs, Allen Oliver (Nellie E Baumgardner),Becker,female,36,0,3,2,39,S,11,S,1,Adults,3
344, Mr, Lawrence,Beesley,male,34,0,0,2,13,S,13,S,1,Adults,0
345, Miss, Lilian W,Bentham,female,19,0,0,2,13,S,12,S,1,Adults,0
346, Mr, William John,Berriman,male,23,0,0,2,13,S,DNS,BNR,0,Adults,0
347, Mr, William Hull,Botsford,male,26,0,0,2,13,S,DNS,BNR,0,Adults,0
348, Mr, Solomon,Bowenur,male,42,0,0,2,13,S,DNS,BNR,0,Adults,0
349, Mr, James H,Bracken,male,27,0,0,2,13,S,DNS,BNR,0,Adults,0
350, Miss," Amelia ""Mildred""",Brown,female,24,0,0,2,13,S,11,S,1,Adults,0
351, Miss, Edith Eileen,Brown,female,15,0,2,2,39,S,14,S,1,Teenagers,2
352, Mr, Thomas William Solomon,Brown,male,60,1,1,2,39,S,DNS,BNR,0,Seniors,2
353, Mrs, Thomas William Solomon (Elizabeth Catherine Ford),Brown,female,40,1,1,2,39,S,14,S,1,Adults,2
354, Miss, Dagmar Jenny Ingeborg ,Bryhl,female,20,1,0,2,26,S,12,S,1,Adults,1
355, Mr, Kurt Arnold Gottfrid,Bryhl,male,25,1,0,2,26,S,DNS,BNR,0,Adults,1
356, Miss, Kate,Buss,female,36,0,0,2,13,S,9,S,1,Adults,0
357, Mr, Reginald Fenton,Butler,male,25,0,0,2,13,S,DNS,97,0,Adults,0
358, Rev, Thomas Roussel Davids,Byles,male,42,0,0,2,13,S,DNS,BNR,0,Adults,0
359, Mrs, (Karolina),Bystrom,female,42,0,0,2,13,S,DNS,S,1,Adults,0
360, Master, Alden Gates,Caldwell,male,0.8333,0,2,2,29,S,13,S,1,Children,2
361, Mr, Albert Francis,Caldwell,male,26,1,1,2,29,S,13,S,1,Adults,2
362, Mrs, Albert Francis (Sylvia Mae Harbaugh),Caldwell,female,22,1,1,2,29,S,13,S,1,Adults,2
363, Miss, Clear Annie,Cameron,female,35,0,0,2,21,S,14,S,1,Adults,0
364, Mr, William,Campbell,male,30,0,0,2,0,S,DNS,BNR,0,Adults,0
365, Mr, William,Carbines,male,19,0,0,2,13,S,DNS,18,0,Adults,0
366, Mrs, Ernest Courtenay (Lilian Hughes),Carter,female,44,1,0,2,26,S,DNS,BNR,0,Adults,1
367, Rev, Ernest Courtenay,Carter,male,54,1,0,2,26,S,DNS,BNR,0,Adults,1
368, Mr, Charles Henry,Chapman,male,52,0,0,2,13.5,S,DNS,130,0,Adults,0
369, Mr, John Henry,Chapman,male,37,1,0,2,26,S,DNS,17,0,Adults,1
370, Mrs, John Henry (Sara Elizabeth Lawry),Chapman,female,29,1,0,2,26,S,DNS,BNR,0,Adults,1
371, Miss, Julie Rachel,Christy,female,25,1,1,2,30,S,12,S,1,Adults,2
372, Mrs, (Alice Frances),Christy,female,45,0,2,2,30,S,12,S,1,Adults,2
373, Mr, Charles Valentine,Clarke,male,29,1,0,2,26,S,DNS,BNR,0,Adults,1
374, Mrs, Charles V (Ada Maria Winfield),Clarke,female,28,1,0,2,26,S,14,S,1,Adults,1
375, Mr, Reginald Charles,Coleridge,male,29,0,0,2,10.5,S,DNS,BNR,0,Adults,0
376, Mr, Erik Gustaf,Collander,male,28,0,0,2,13,S,DNS,BNR,0,Adults,0
377, Mr, Sidney C Stuart,Collett,male,24,0,0,2,10.5,S,9,S,1,Adults,0
378, Miss," Marjorie ""Lottie""",Collyer,female,8,0,2,2,26.25,S,14,S,1,Children,2
379, Mr, Harvey,Collyer,male,31,1,1,2,26.25,S,DNS,BNR,0,Adults,2
380, Mrs, Harvey (Charlotte Annie Tate),Collyer,female,31,1,1,2,26.25,S,14,S,1,Adults,2
381, Mrs, (Selena Rogers),Cook,female,22,0,0,2,10.5,S,14,S,1,Adults,0
382, Mrs, Walter H (Irene Colvin),Corbett,female,30,0,0,2,13,S,DNS,BNR,0,Adults,0
383, Mrs, Percy C (Mary Phyllis Elizabeth Miller),Corey,female,30.5,0,0,2,21,S,DNS,BNR,0,Adults,0
384, Mr," Henry ""Harry""",Cotterill,male,21,0,0,2,11.5,S,DNS,BNR,0,Adults,0
385, Mr, Alfred Fleming,Cunningham,male,30,0,0,2,0,S,DNS,BNR,0,Adults,0
386, Master, John Morgan Jr,Davies,male,8,1,1,2,36.75,S,14,S,1,Children,2
387, Mr, Charles Henry,Davies,male,18,0,0,2,73.5,S,DNS,BNR,0,Teenagers,0
388, Mrs, John Morgan (Elizabeth Agnes Mary White) ,Davies,female,48,0,2,2,36.75,S,14,S,1,Adults,2
389, Miss, Mary,Davis,female,28,0,0,2,13,S,13,S,1,Adults,0
390, Mr, Jose Joaquim,de Brito,male,32,0,0,2,13,S,DNS,BNR,0,Adults,0
391, Mr, Percy William,Deacon,male,17,0,0,2,73.5,S,DNS,BNR,0,Teenagers,0
392, Mr, Sebastiano,del Carlo,male,29,1,0,2,27.7208,C,DNS,295,0,Adults,1
393, Mrs, Sebastiano (Argenia Genovesi),del Carlo,female,24,1,0,2,27.7208,C,12,S,1,Adults,1
394, Mr, Herbert,Denbury,male,25,0,0,2,31.5,S,DNS,BNR,0,Adults,0
395, Mr, William,Dibden,male,18,0,0,2,73.5,S,DNS,BNR,0,Teenagers,0
396, Miss, Elsie,Doling,female,18,0,1,2,23,S,DNS,S,1,Teenagers,1
397, Mrs, John T (Ada Julia Bone),Doling,female,34,0,1,2,23,S,DNS,S,1,Adults,1
398, Mr, William James,Downton,male,54,0,0,2,26,S,DNS,BNR,0,Adults,0
399, Master, Marshall Brines,Drew,male,8,0,2,2,32.5,S,10,S,1,Children,2
400, Mr, James Vivian,Drew,male,42,1,1,2,32.5,S,DNS,BNR,0,Adults,2
401, Mrs, James Vivian (Lulu Thorne Christian),Drew,female,34,1,1,2,32.5,S,10,S,1,Adults,2
402, Miss, Asuncion,Duran y More,female,27,1,0,2,13.8583,C,12,S,1,Adults,1
403, Miss, Florentina,Duran y More,female,30,1,0,2,13.8583,C,12,S,1,Adults,1
404, Mr, George Floyd,Eitemiller,male,23,0,0,2,13,S,DNS,BNR,0,Adults,0
405, Mr, Ingvar,Enander,male,21,0,0,2,13,S,DNS,BNR,0,Adults,0
406, Mr, Arne Jonas,Fahlstrom,male,18,0,0,2,13,S,DNS,BNR,0,Teenagers,0
407, Mr, Harry,Faunthorpe,male,40,1,0,2,26,S,DNS,286,0,Adults,1
408, Mrs, Lizzie (Elizabeth Anne Wilkinson),Faunthorpe,female,29,1,0,2,26,S,16,S,1,Adults,1
409, Mr, Joseph Charles,Fillbrook,male,18,0,0,2,10.5,S,DNS,BNR,0,Teenagers,0
410, Mr, Stanley Hubert,Fox,male,36,0,0,2,13,S,DNS,236,0,Adults,0
411, Mr," Anthony Wood ""Archie""",Frost,male,30,0,0,2,0,S,DNS,BNR,0,Adults,0
412, Miss, Annie Clemmer,Funk,female,38,0,0,2,13,S,DNS,BNR,0,Adults,0
413, Mr, Joseph J,Fynney,male,35,0,0,2,26,S,DNS,322,0,Adults,0
414, Mr, Harry,Gale,male,38,1,0,2,21,S,DNS,BNR,0,Adults,1
415, Mr, Shadrach,Gale,male,34,1,0,2,21,S,DNS,BNR,0,Adults,1
416, Miss, Ethel,Garside,female,34,0,0,2,13,S,12,S,1,Adults,0
417, Mr, Alfred,Gaskell,male,16,0,0,2,26,S,DNS,BNR,0,Teenagers,0
418, Mr, Lawrence,Gavey,male,26,0,0,2,10.5,S,DNS,BNR,0,Adults,0
419, Mr, William,Gilbert,male,47,0,0,2,10.5,S,DNS,BNR,0,Adults,0
420, Mr, Edgar,Giles,male,21,1,0,2,11.5,S,DNS,BNR,0,Adults,1
421, Mr, Frederick Edward,Giles,male,21,1,0,2,11.5,S,DNS,BNR,0,Adults,1
422, Mr, Ralph,Giles,male,24,0,0,2,13.5,S,DNS,297,0,Adults,0
423, Mr, John William,Gill,male,24,0,0,2,13,S,DNS,155,0,Adults,0
424, Mr, William Henry,Gillespie,male,34,0,0,2,13,S,DNS,BNR,0,Adults,0
425, Mr, Hans Kristensen,Givard,male,30,0,0,2,13,S,DNS,305,0,Adults,0
426, Mr, Samuel,Greenberg,male,52,0,0,2,13,S,DNS,19,0,Adults,0
427, Mr, Reginald,Hale,male,30,0,0,2,13,S,DNS,75,0,Adults,0
428, Master, Viljo,Hamalainen,male,0.6667,1,1,2,14.5,S,4,S,1,Children,2
429, Mrs, William (Anna),Hamalainen,female,24,0,2,2,14.5,S,4,S,1,Adults,2
430, Mr, William H,Harbeck,male,44,0,0,2,13,S,DNS,35,0,Adults,0
431, Miss," Annie Jessie ""Nina""",Harper,female,6,0,1,2,33,S,11,S,1,Children,1
432, Rev, John,Harper,male,28,0,1,2,33,S,DNS,BNR,0,Adults,1
433, Mr, George,Harris,male,62,0,0,2,10.5,S,15,S,1,Seniors,0
434, Mr, Walter,Harris,male,30,0,0,2,10.5,S,DNS,BNR,0,Adults,0
435, Miss, Eva Miriam,Hart,female,7,0,2,2,26.25,S,14,S,1,Children,2
436, Mr, Benjamin,Hart,male,43,1,1,2,26.25,S,DNS,BNR,0,Adults,2
437, Mrs, Benjamin (Esther Ada Bloomfield),Hart,female,45,1,1,2,26.25,S,14,S,1,Adults,2
438, Miss, Alice,Herman,female,24,1,2,2,65,S,9,S,1,Adults,3
439, Miss, Kate,Herman,female,24,1,2,2,65,S,9,S,1,Adults,3
440, Mr, Samuel,Herman,male,49,1,2,2,65,S,DNS,BNR,0,Adults,3
441, Mrs, Samuel (Jane Laver),Herman,female,48,1,2,2,65,S,9,S,1,Adults,3
442, Mrs, (Mary D Kingcome) ,Hewlett,female,55,0,0,2,16,S,13,S,1,Adults,0
443, Mr, Leonard Mark,Hickman,male,24,2,0,2,73.5,S,DNS,BNR,0,Adults,2
444, Mr, Lewis,Hickman,male,32,2,0,2,73.5,S,DNS,256,0,Adults,2
445, Mr, Stanley George,Hickman,male,21,2,0,2,73.5,S,DNS,BNR,0,Adults,2
446, Miss, Marta,Hiltunen,female,18,1,1,2,13,S,DNS,BNR,0,Teenagers,2
447, Miss," Ellen ""Nellie""",Hocking,female,20,2,1,2,23,S,4,S,1,Adults,3
448, Mr, Richard George,Hocking,male,23,2,1,2,11.5,S,DNS,BNR,0,Adults,3
449, Mr, Samuel James Metcalfe,Hocking,male,36,0,0,2,13,S,DNS,BNR,0,Adults,0
450, Mrs, Elizabeth (Eliza Needs),Hocking,female,54,1,3,2,23,S,4,S,1,Adults,4
451, Mr, Henry Price,Hodges,male,50,0,0,2,13,S,DNS,149,0,Adults,0
452, Mr, Stephen,Hold,male,44,1,0,2,26,S,DNS,BNR,0,Adults,1
453, Mrs, Stephen (Annie Margaret Hill),Hold,female,29,1,0,2,26,S,10,S,1,Adults,1
454, Mr, Ambrose Jr,Hood,male,21,0,0,2,73.5,S,DNS,BNR,0,Adults,0
455, Mr, Masabumi,Hosono,male,42,0,0,2,13,S,10,S,1,Adults,0
456, Mr, Benjamin,Howard,male,63,1,0,2,26,S,DNS,BNR,0,Seniors,1
457, Mrs, Benjamin (Ellen Truelove Arman),Howard,female,60,1,0,2,26,S,DNS,BNR,0,Seniors,1
458, Mr, George Henry,Hunt,male,33,0,0,2,12.275,S,DNS,BNR,0,Adults,0
459, Miss, Bertha,Ilett,female,17,0,0,2,10.5,S,DNS,S,1,Teenagers,0
460, Mr, Sidney Samuel,Jacobsohn,male,42,1,0,2,27,S,DNS,BNR,0,Adults,1
461, Mrs, Sidney Samuel (Amy Frances Christy),Jacobsohn,female,24,2,1,2,27,S,12,S,1,Adults,3
462, Mr, John Denzil,Jarvis,male,47,0,0,2,15,S,DNS,BNR,0,Adults,0
463, Mr, Clifford Thomas,Jefferys,male,24,2,0,2,31.5,S,DNS,BNR,0,Adults,2
464, Mr, Ernest Wilfred,Jefferys,male,22,2,0,2,31.5,S,DNS,BNR,0,Adults,2
465, Mr, Stephen Curnow,Jenkin,male,32,0,0,2,10.5,S,DNS,BNR,0,Adults,0
466, Mrs, Amin S (Marie Marthe Thuillard),Jerwan,female,23,0,0,2,13.7917,C,11,S,1,Adults,0
467, Mr, Sinai,Kantor,male,34,1,0,2,26,S,DNS,283,0,Adults,1
468, Mrs, Sinai (Miriam Sternin),Kantor,female,24,1,0,2,26,S,12,S,1,Adults,1
469, Mrs, J Frank (Claire Bennett),Karnes,female,22,0,0,2,21,S,DNS,BNR,0,Adults,0
470, Miss, Nora A,Keane,female,20,0,0,2,12.35,Q,10,S,1,Adults,0
471, Mr, Daniel,Keane,male,35,0,0,2,12.35,Q,DNS,BNR,0,Adults,0
472, Mrs," Florence ""Fannie""",Kelly,female,45,0,0,2,13.5,S,9,S,1,Adults,0
473, Rev, Charles Leonard,Kirkland,male,57,0,0,2,12.35,Q,DNS,BNR,0,Adults,0
474, Mr, Robert J,Knight,male,30,0,0,2,0,S,DNS,BNR,0,Adults,0
475, Mr, Johan Henrik Johannesson,Kvillner,male,31,0,0,2,10.5,S,DNS,165,0,Adults,0
476, Mrs, William (Anna Sylfven),Lahtinen,female,26,1,1,2,26,S,DNS,BNR,0,Adults,2
477, Rev, William,Lahtinen,male,30,1,1,2,26,S,DNS,BNR,0,Adults,2
478, Mr, John Joseph,Lamb,male,30,0,0,2,10.7083,Q,DNS,BNR,0,Adults,0
479, Miss, Louise,Laroche,female,1,1,2,2,41.5792,C,14,S,1,Children,3
480, Miss, Simonne Marie Anne Andree,Laroche,female,3,1,2,2,41.5792,C,14,S,1,Children,3
481, Mr, Joseph Philippe Lemercier,Laroche,male,25,1,2,2,41.5792,C,DNS,BNR,0,Adults,3
482, Mrs, Joseph (Juliette Marie Louise Lafargue),Laroche,female,22,1,2,2,41.5792,C,14,S,1,Adults,3
483, Miss, Bertha,Lehmann,female,17,0,0,2,12,C,12,S,1,Teenagers,0
484, Miss, Jessie Wills,Leitch,female,20,0,0,2,33,S,11,S,1,Adults,0
485, Mrs, (Amelia Milley),Lemore,female,34,0,0,2,10.5,S,14,S,1,Adults,0
486, Mr, Rene Jacques,Levy,male,36,0,0,2,12.875,C,DNS,BNR,0,Adults,0
487, Mr, Robert William Norman,Leyson,male,24,0,0,2,10.5,S,DNS,108,0,Adults,0
488, Mr, John,Lingane,male,61,0,0,2,12.35,Q,DNS,BNR,0,Seniors,0
489, Mr, Charles Alexander,Louch,male,50,1,0,2,26,S,DNS,121,0,Adults,1
490, Mrs, Charles Alexander (Alice Adelaide Slow),Louch,female,42,1,0,2,26,S,DNS,S,1,Adults,1
491, Mrs, (Mary),Mack,female,57,0,0,2,10.5,S,DNS,52,0,Adults,0
492, Mr, Noel,Malachard,male,30,0,0,2,15.0458,C,DNS,BNR,0,Adults,0
493, Master, Andre,Mallet,male,1,0,2,2,37.0042,C,10,S,1,Children,2
494, Mr, Albert,Mallet,male,31,1,1,2,37.0042,C,DNS,BNR,0,Adults,2
495, Mrs, Albert (Antoinette Magnin),Mallet,female,24,1,1,2,37.0042,C,10,S,1,Adults,2
496, Mr, Serafino Emilio,Mangiavacchi,male,30,0,0,2,15.5792,C,DNS,BNR,0,Adults,0
497, Mr, William John,Matthews,male,30,0,0,2,13,S,DNS,BNR,0,Adults,0
498, Mr, Frank Hubert,Maybery,male,40,0,0,2,16,S,DNS,BNR,0,Adults,0
499, Mr, Arthur Gordon,McCrae,male,32,0,0,2,13.5,S,DNS,209,0,Adults,0
500, Mr, James Matthew,McCrie,male,30,0,0,2,13,S,DNS,BNR,0,Adults,0
501, Mr, Peter David,McKane,male,46,0,0,2,26,S,DNS,BNR,0,Adults,0
502, Miss, Madeleine Violet,Mellinger,female,13,0,1,2,19.5,S,14,S,1,Teenagers,1
503, Mrs, (Elizabeth Anne Maidment),Mellinger,female,41,0,1,2,19.5,S,14,S,1,Adults,1
504, Mr, William John,Mellors,male,19,0,0,2,10.5,S,B,S,1,Adults,0
505, Mr, August,Meyer,male,39,0,0,2,13,S,DNS,BNR,0,Adults,0
506, Mr, Jacob Christian,Milling,male,48,0,0,2,13,S,DNS,271,0,Adults,0
507, Mr, Henry Michael,Mitchell,male,70,0,0,2,10.5,S,DNS,BNR,0,Seniors,0
508, Rev, Juozas,Montvila,male,27,0,0,2,13,S,DNS,BNR,0,Adults,0
509, Dr, Ernest,Moraweck,male,54,0,0,2,14,S,DNS,BNR,0,Adults,0
510, Mr," Henry Samuel (""Mr Henry Marshall"")",Morley,male,39,0,0,2,26,S,DNS,BNR,0,Adults,0
511, Mr, Thomas Charles,Mudd,male,16,0,0,2,10.5,S,DNS,BNR,0,Teenagers,0
512, Mr, Thomas Francis,Myles,male,62,0,0,2,9.6875,Q,DNS,BNR,0,Seniors,0
513, Mr, Nicholas,Nasser,male,32.5,1,0,2,30.0708,C,DNS,43,0,Adults,1
